formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
8,C2H3F3O4S,[M + H]+,C2H4F3O4S+,,0.000,-1.219,-1.219,0.000,0,0.000,,,4.474,,180.979,39,0.655,745820171439551312,745741660225038667,2468,
9,C4H6BrFN2,[M + H]+,C4H7BrFN2+,,0.000,-1.219,-1.219,0.000,0,0.000,,,7.655,,180.979,39,0.655,745820171439551313,745741660225038667,2468,
10,N6O4S,[M + H]+,HN6O4S+,,0.000,-3.781,-3.781,0.000,0,0.000,,,5.804,,180.979,39,0.655,745820171439551314,745741660225038667,2468,
1,C2H2N2O5,[M + H]+,C2H3N2O5+,,0.892,5.196,4.444,0.752,1,0.121,-13.128,13.128,-2.944,,135.003,39,0.657,745820171443745621,745741628650312159,969,
2,C5H7ClS,[M + H]+,C5H8ClS+,,0.044,2.181,2.181,0.000,1,0.121,17.019,17.019,2.035,,135.003,39,0.657,745820171443745622,745741628650312159,969,
3,C4H7OPS,[M + H]+,C4H8OPS+,,0.028,1.728,1.340,0.387,1,0.121,17.019,17.019,3.342,,135.003,39,0.657,745820171443745623,745741628650312159,969,
4,C3H3FN2OS,[M + H]+,C3H4FN2OS+,,0.015,1.096,1.096,0.000,1,0.121,3.248,3.248,7.124,,135.003,39,0.657,745820171443745624,745741628650312159,969,
5,C5HF3O,[M + H]+,C5H2F3O+,,0.007,0.391,0.391,0.000,0,0.000,,,-14.634,,135.003,39,0.657,745820171443745625,745741628650312159,969,
6,C3H6N2S2,[M + H]+,C3H7N2S2+,,0.007,0.391,0.391,0.000,0,0.000,,,-9.381,,135.003,39,0.657,745820171443745626,745741628650312159,969,
7,C8F2,[M + H]+,C8HF2+,,0.007,0.391,0.391,0.000,0,0.000,,,-6.169,,135.003,39,0.657,745820171443745627,745741628650312159,969,
8,N5O4,[M + H]+,HN5O4+,,0.000,-7.203,-7.203,0.000,0,0.000,,,7.001,,135.003,39,0.657,745820171443745628,745741628650312159,969,
9,C2H5N3PS,[M + H]+,C2H6N3PS+,,0.000,-8.719,-8.719,0.000,1,0.121,13.275,13.275,13.288,,135.003,39,0.657,745820171443745629,745741628650312159,969,
1,C6H10BCl2NO4,[M + Na]+,C6H10BCl2NNaO4+,,0.485,16.448,16.448,0.000,6,0.562,5.377,5.377,3.862,,263.002,39,0.657,745820175344450186,745741732690043303,6075,
2,C9H6BClFNO3,[M + Na]+,C9H6BClFNNaO3+,,0.105,14.918,14.918,0.000,7,0.588,-7.279,7.279,-8.822,,263.002,39,0.657,745820175344450187,745741732690043303,6075,
3,C5H6F2N4O3S,[M + Na]+,C5H6F2N4NaO3S+,,0.097,14.837,14.837,0.000,5,0.562,-3.014,3.724,-0.862,,263.002,39,0.657,745820175344450188,745741732690043303,6075,
4,C8H5FN4O2S,[M + Na]+,C8H5FN4NaO2S+,,0.059,14.333,14.333,0.000,4,0.514,-3.133,5.032,3.484,,263.002,39,0.657,745820175344450189,745741732690043303,6075,
5,C6H7F2N2O4P,[M + Na]+,C6H7F2N2NaO4P+,,0.044,14.046,13.190,0.857,5,0.540,1.223,2.532,5.670,,263.002,39,0.657,745820175344450190,745741732690043303,6075,
6,C4H9BClN3O4S,[M + Na]+,C4H9BClN3NaO4S+,,0.037,13.876,13.876,0.000,6,0.562,0.310,3.006,-1.998,,263.002,39,0.657,745820175344450191,745741732690043303,6075,
7,C10H3F3N2O2,[M + Na]+,C10H3F3N2NaO2+,,0.032,13.728,13.728,0.000,2,0.449,-5.599,5.599,-7.685,,263.002,39,0.657,745820175344450192,745741732690043303,6075,
8,C7H7ClF2N2O3,[M + Na]+,C7H7ClF2N2NaO3+,,0.022,13.357,13.357,0.000,4,0.514,1.036,3.133,4.999,,263.002,39,0.657,745820175344450193,745741732690043303,6075,
9,C9H11Cl2FO2,[M + Na]+,C9H11Cl2FNaO2+,,0.017,13.102,13.102,0.000,4,0.514,3.902,3.902,2.387,,263.002,39,0.657,745820175344450194,745741732690043303,6075,
10,C5H9N2O7P,[M + Na]+,C5H9N2NaO7P+,,0.015,12.980,11.341,1.639,3,0.475,-5.377,6.930,-7.971,,263.002,39,0.657,745820175344450195,745741732690043303,6075,
1,C11H8N3O4,[M + Na]+,C11H8N3NaO4+,,0.832,19.055,19.055,0.000,6,0.401,5.331,7.404,6.953,,269.043,39,0.658,745820175340255869,745741739988133719,6439,
2,C7H11N4O4P,[M + Na]+,C7H11N4NaO4P+,,0.056,16.362,16.362,0.000,4,0.374,5.548,8.265,5.798,,269.043,39,0.658,745820175340255870,745741739988133719,6439,
3,C13H10O5,[M + Na]+,C13H10NaO5+,,0.049,16.227,16.227,0.000,3,0.366,-9.059,9.664,1.962,,269.043,39,0.658,745820175340255871,745741739988133719,6439,
4,C6H7FN6O4,[M + Na]+,C6H7FN6NaO4+,,0.033,15.820,15.820,0.000,7,0.513,1.290,3.265,7.695,,269.043,39,0.658,745820175340255872,745741739988133719,6439,
5,C11H7FN4O2,[M + Na]+,C11H7FN4NaO2+,,0.029,15.703,15.703,0.000,6,0.487,-0.913,5.222,-7.257,,269.043,39,0.658,745820175340255873,745741739988133719,6439,
6,C6H7F5N4O,[M + Na]+,C6H7F5N4NaO+,,0.000,10.852,10.852,0.000,4,0.482,-0.607,5.711,-2.418,,269.043,39,0.658,745820175340255874,745741739988133719,6439,
7,C14H6N4O,[M + Na]+,C14H6N4NaO+,,0.000,9.652,9.652,0.000,1,0.357,1.024,1.024,-3.009,,269.043,39,0.658,745820175340255875,745741739988133719,6439,
8,C5H16N2O5P2,[M + Na]+,C5H16N2NaO5P2+,,0.000,9.243,8.180,1.064,3,0.474,1.790,4.609,-0.348,,269.043,39,0.658,745820175340255876,745741739988133719,6439,
9,C9H6F4N4,[M + Na]+,C9H6F4N4Na+,,0.000,7.617,7.617,0.000,6,0.492,-2.617,6.663,1.830,,269.043,39,0.658,745820175340255877,745741739988133719,6439,
10,C16H8NO2,[M + Na]+,C16H8NNaO2+,,0.000,6.696,6.696,0.000,1,0.357,11.146,11.146,-7.999,,269.043,39,0.658,745820175340255878,745741739988133719,6439,
1,C11H2O8,[M + H]+,C11H3O8+,,0.886,4.500,4.500,0.000,0,0.000,,,-2.339,,262.982,39,0.658,745820172584596903,745741732652294559,6073,
2,C12H6O3S2,[M + H]+,C12H7O3S2+,,0.015,0.391,0.391,0.000,0,0.000,,,-5.643,,262.982,39,0.658,745820172584596904,745741732652294559,6073,
3,C11H7BrN2O,[M + H]+,C11H8BrN2O+,,0.015,0.391,0.391,0.000,0,0.000,,,0.673,,262.982,39,0.658,745820172584596905,745741732652294559,6073,
4,C5H3N4O7P,[M + H]+,C5H4N4O7P+,,0.015,0.391,0.391,0.000,0,0.000,,,1.585,,262.982,39,0.658,745820172584596906,745741732652294559,6073,
5,C3H8N2O8P2,[M + H]+,C3H9N2O8P2+,,0.014,0.322,-1.262,1.584,0,0.000,,,-4.702,,262.982,39,0.658,745820172584596907,745741732652294559,6073,
6,C4H7O11P,[M + H]+,C4H8O11P+,,0.012,0.165,-0.609,0.774,0,0.000,,,6.671,,262.982,39,0.658,745820172584596908,745741732652294559,6073,
7,C4H10N2O5S3,[M + H]+,C4H11N2O5S3+,,0.008,-0.252,-0.252,0.000,0,0.000,,,-3.165,,262.982,39,0.658,745820172584596909,745741732652294559,6073,
8,C8H10N2S4,[M + H]+,C8H11N2S4+,,0.005,-0.609,-0.609,0.000,0,0.000,,,6.349,,262.982,39,0.658,745820172584596910,745741732652294559,6073,
9,C5H6N6OS3,[M + H]+,C5H7N6OS3+,,0.004,-0.899,-0.899,0.000,0,0.000,,,-8.251,,262.982,39,0.658,745820172584596911,745741732652294559,6073,
10,C10H12BrClO,[M + H]+,C10H13BrClO+,,0.003,-1.219,-1.219,0.000,0,0.000,,,-6.285,,262.982,39,0.658,745820172584596912,745741732652294559,6073,
1,C39H63NO8,[M + Na]+,C39H63NNaO8+,,0.616,25.068,25.068,0.000,12,0.693,-5.013,5.013,-8.952,,696.438,40,0.658,745820174660778289,745742142150660550,25587,
2,C41H59N3O5,[M + Na]+,C41H59N3NaO5+,,0.361,24.532,24.532,0.000,14,0.705,1.765,2.512,5.258,,696.438,40,0.658,745820174664972594,745742142150660550,25587,
3,C36H65O11,[M + Na]+,C36H65NaO11+,,0.011,21.017,21.017,0.000,10,0.565,-0.743,3.978,-5.103,,696.438,40,0.658,745820174664972595,745742142150660550,25587,
4,C29H63N5O12,[M + Na]+,C29H63N5NaO12+,,0.009,20.865,18.794,2.071,12,0.830,0.994,2.594,2.601,,696.438,40,0.658,745820174664972596,745742142150660550,25587,
5,C30H59N9O8,[M + Na]+,C30H59N9NaO8+,,0.002,19.269,18.625,0.644,11,0.682,0.027,1.422,0.681,,696.438,40,0.658,745820174664972597,745742142150660550,25587,
6,C34H63N3O10,[M + Na]+,C34H63N3NaO10+,,0.001,18.880,18.880,0.000,11,0.682,-3.212,3.212,-3.175,,696.438,40,0.658,745820174664972598,745742142150660550,25587,
7,C35H59N7O6,[M + Na]+,C35H59N7NaO6+,,0.000,14.937,14.937,0.000,10,0.669,-5.102,5.102,-5.096,,696.438,40,0.658,745820174664972599,745742142150660550,25587,
8,C32H60FN7O7,[M + Na]+,C32H60FN7NaO7+,,0.000,14.602,14.602,0.000,11,0.677,-7.012,7.012,-6.737,,696.438,40,0.658,745820174664972600,745742142150660550,25587,
9,C46H59NO3,[M + Na]+,C46H59NNaO3+,,0.000,12.390,12.390,0.000,9,0.655,-0.725,1.026,-0.518,,696.438,40,0.658,745820174664972601,745742142150660550,25587,
10,C39H56FN7O2,[M + Na]+,C39H56FN7NaO2+,,0.000,10.136,10.136,0.000,10,0.645,1.339,1.690,1.697,,696.438,40,0.658,745820174664972602,745742142150660550,25587,
1,C3H3N5O3,[M + H]+,C3H4N5O3+,,0.757,15.406,15.406,0.000,3,0.425,-8.531,19.237,8.323,,158.032,40,0.662,745820173696087682,745741643036777583,1645,
2,C3H7F2N2OS,[M + H]+,C3H8F2N2OS+,,0.221,14.173,14.173,0.000,3,0.425,-17.051,19.682,1.196,,158.032,40,0.662,745820173696087683,745741643036777583,1645,
3,C5H5N2O4,[M + H]+,C5H6N2O4+,,0.022,11.870,11.870,0.000,1,0.401,-19.237,19.237,-0.173,,158.032,40,0.662,745820173696087684,745741643036777583,1645,
4,C5H7BO3S,[M + H]+,C5H8BO3S+,,0.000,4.126,4.126,0.000,5,0.057,-3.572,12.460,2.387,,158.032,40,0.662,745820173696087685,745741643036777583,1645,
5,C2H8ClN3O3,[M + H]+,C2H9ClN3O3+,,0.000,3.425,3.425,0.000,3,0.050,12.285,17.114,-3.255,,158.032,40,0.662,745820173696087686,745741643036777583,1645,
6,C3H10O5P,[M + H]+,C3H11O5P+,,0.000,0.391,0.391,0.000,0,0.000,,,-10.635,,158.032,40,0.662,745820173696087687,745741643036777583,1645,
7,CH8N3O4P,[M + H]+,CH9N3O4P+,,0.000,-1.304,-1.304,0.000,2,0.043,23.093,23.093,-2.139,,158.032,40,0.662,745820173696087688,745741643036777583,1645,
8,C8H4F3,[M + H]+,C8H5F3+,,0.000,-4.215,-4.215,0.000,0,0.000,,,-10.159,,158.032,40,0.662,745820173696087689,745741643036777583,1645,
9,C6HN6,[M + H]+,C6H2N6+,,0.000,-5.637,-5.637,0.000,0,0.000,,,-8.636,,158.032,40,0.662,745820173696087690,745741643036777583,1645,
10,C2H4N7P,[M + H]+,C2H5N7P+,,0.000,-5.777,-5.777,0.000,0,0.000,,,-10.602,,158.032,40,0.662,745820173696087691,745741643036777583,1645,
1,C4H9Cl2NO,[M + H]+,C4H10Cl2NO+,,0.851,22.272,20.971,1.302,4,0.897,-4.303,7.193,-3.757,,158.013,40,0.668,745820174723692888,745741642978057315,1642,
2,C2H7NO5S,[M + H]+,C2H8NO5S+,,0.144,20.497,20.298,0.199,2,0.857,6.783,6.783,6.533,,158.013,40,0.668,745820174723692889,745741642978057315,1642,
3,C3H9ClNO2P,[M + H]+,C3H10ClNO2P+,,0.004,16.852,15.387,1.465,2,0.854,-2.654,5.411,-2.640,,158.013,40,0.668,745820174723692890,745741642978057315,1642,
4,C5H5N2O2S,[M + H]+,C5H6N2O2S+,,0.000,14.713,14.713,0.000,2,0.857,-14.826,14.826,-10.428,,158.013,40,0.668,745820174723692891,745741642978057315,1642,
5,C2H9NO3P2,[M + H]+,C2H10NO3P2+,,0.000,12.884,11.583,1.302,1,0.829,-2.582,2.582,-1.524,,158.013,40,0.668,745820174723692892,745741642978057315,1642,
6,C3H3N5OS,[M + H]+,C3H4N5OS+,,0.000,11.954,11.954,0.000,2,0.857,-4.000,4.000,-1.931,,158.013,40,0.668,745820174723692893,745741642978057315,1642,
7,C2H7Cl2N4,[M + H]+,C2H8Cl2N4+,,0.000,5.416,5.416,0.000,1,0.829,-1.233,5.960,4.741,,158.013,40,0.668,745820174723692894,745741642978057315,1642,
8,C5H4ClN3O,[M + H]+,C5H5ClN3O+,,0.000,-0.231,-0.231,0.000,0,0.000,7.810,7.810,7.824,,158.013,40,0.668,745820174723692895,745741642978057315,1642,
9,C4H4N3O2P,[M + H]+,C4H5N3O2P+,,0.000,-0.342,-0.342,0.000,0,0.000,8.927,8.927,8.940,,158.013,40,0.668,745820174723692896,745741642978057315,1642,
10,C3H4F3N2S,[M + H]+,C3H5F3N2S+,,0.000,-1.812,-1.874,0.062,1,0.028,4.957,4.957,5.043,,158.013,40,0.668,745820174723692897,745741642978057315,1642,
1,C11H2,[M + H]+,C11H3+,,0.260,2.380,2.380,0.000,0,0.000,-3.899,3.899,-3.900,,135.022,41,0.689,745820173696087693,745741628688060903,971,
2,C3H6N2O2S,[M + H]+,C3H7N2O2S+,,0.258,2.373,2.373,0.000,1,0.102,-6.384,7.311,0.926,,135.022,41,0.689,745820173696087694,745741628688060903,971,
3,C5H7ClO2,[M + H]+,C5H8ClO2+,,0.173,1.975,1.975,0.000,1,0.099,-9.657,21.999,12.341,,135.022,41,0.689,745820173696087695,745741628688060903,971,
4,C4H7O3P,[M + H]+,C4H8O3P+,,0.163,1.915,1.915,0.000,1,0.099,-7.603,21.252,13.648,,135.022,41,0.689,745820173696087696,745741628688060903,971,
5,C3H3F5,[M + H]+,C3H4F5+,,0.129,1.678,0.233,1.445,0,0.000,-2.723,2.723,-2.724,,135.022,41,0.689,745820173696087697,745741628688060903,971,
6,C8H3FO,[M + H]+,C8H4FO+,,0.014,-0.516,-0.516,0.000,0,0.000,-12.364,12.364,-12.365,,135.022,41,0.689,745820173696087698,745741628688060903,971,
7,C6HFN3,[M + H]+,C6H2FN3+,,0.002,-2.464,-2.464,0.000,1,0.102,-10.779,10.779,-2.420,,135.022,41,0.689,745820173696087699,745741628688060903,971,
8,C2H4FN4P,[M + H]+,C2H5FN4P+,,0.000,-3.959,-3.959,0.000,1,0.030,-1.374,3.347,-4.722,,135.022,41,0.689,745820173696087700,745741628688060903,971,
9,C3H8N2P2,[M + H]+,C3H9N2P2+,,0.000,-3.987,-4.174,0.187,0,0.000,-8.502,8.502,-8.503,,135.022,41,0.689,745820173696087701,745741628688060903,971,
10,CH4N5OS,[M + H]+,CH5N5OS+,,0.000,-6.815,-6.815,0.000,0,0.000,10.871,10.871,10.870,,135.022,41,0.689,745820173696087702,745741628688060903,971,
1,C2H6F4N4O,[M + H]+,C2H7F4N4O+,,0.679,18.180,18.180,0.000,4,0.274,-2.352,5.503,3.684,,179.056,42,0.699,745820175344450199,745741658585065487,2389,
2,C5H12N3S2,[M + H]+,C5H13N3S2+,,0.295,17.346,17.346,0.000,6,0.278,-1.379,5.311,6.529,,179.056,42,0.699,745820175344450200,745741658585065487,2389,
3,C6H10O6,[M + H]+,C6H11O6+,,0.019,14.611,13.400,1.211,2,0.116,3.884,5.264,3.883,,179.056,42,0.699,745820175344450201,745741658585065487,2389,
4,C6H9F2N2P,[M + H]+,C6H10F2N2P+,,0.005,13.324,13.314,0.011,6,0.392,6.944,6.944,7.216,,179.056,42,0.699,745820175344450202,745741658585065487,2389,
5,C7H14OS2,[M + H]+,C7H15OS2+,,0.002,12.153,12.153,0.000,5,0.136,-3.616,3.616,-0.970,,179.056,42,0.699,745820175344450203,745741658585065487,2389,
6,C5H14O3Si2,[M + H]+,C5H15O3Si2+,,0.000,7.539,7.539,0.000,5,0.075,-5.092,5.315,1.597,,179.056,42,0.699,745820175344450204,745741658585065487,2389,
7,C7H6N4O2,[M + H]+,C7H7N4O2+,,0.000,7.478,7.478,0.000,2,0.025,-3.585,10.386,-3.586,,179.056,42,0.699,745820175344450205,745741658585065487,2389,
8,C6H14O2SSi,[M + H]+,C6H15O2SSi+,,0.000,7.252,7.252,0.000,5,0.148,-2.455,2.546,0.314,,179.056,42,0.699,745820175344450206,745741658585065487,2389,
9,C5H5F3N4,[M + H]+,C5H6F3N4+,,0.000,6.700,6.700,0.000,2,0.025,10.068,10.068,10.067,,179.056,42,0.699,745820175344450207,745741658585065487,2389,
10,C7H7F3NO,[M + H]+,C7H8F3NO+,,0.000,4.125,3.707,0.418,2,0.044,-3.585,3.585,2.568,,179.056,42,0.699,745820175344450208,745741658585065487,2389,
1,C14H24O5,[M + H]+,C14H25O5+,,1.000,46.576,45.135,1.441,13,0.712,-0.363,4.940,-6.491,,273.168,42,0.705,745820175340255855,745741745503644591,6717,
2,C12H22N3O4,[M + H]+,C12H23N3O4+,,0.000,35.641,33.628,2.013,15,0.773,4.350,6.386,-1.576,,273.168,42,0.705,745820175340255856,745741745503644591,6717,
3,C10H20N6O3,[M + H]+,C10H21N6O3+,,0.000,35.504,34.374,1.130,12,0.636,5.447,6.009,3.340,,273.168,42,0.705,745820175340255857,745741745503644591,6717,
4,C15H22F2O2,[M + H]+,C15H23F2O2+,,0.000,18.775,18.775,0.000,7,0.399,6.049,8.263,6.642,,273.168,42,0.705,745820175340255858,745741745503644591,6717,
5,C14H25FO2Si,[M + H]+,C14H26FO2Si+,,0.000,17.523,17.523,0.000,11,0.587,3.596,6.489,-0.674,,273.168,42,0.705,745820175340255859,745741745503644591,6717,
6,C12H23F3O3,[M + H]+,C12H24F3O3+,,0.000,17.357,14.580,2.777,12,0.653,5.073,7.009,2.458,,273.168,42,0.705,745820175340255860,745741745503644591,6717,
7,C7H21FN6O4,[M + H]+,C7H22FN6O4+,,0.000,16.497,14.801,1.695,14,0.734,0.686,3.279,-0.844,,273.168,42,0.705,745820175340255861,745741745503644591,6717,
8,C17H24OSi,[M + H]+,C17H25OSi+,,0.000,11.796,11.796,0.000,7,0.399,4.483,6.600,3.510,,273.168,42,0.705,745820175340255862,745741745503644591,6717,
9,C6H23N7O3P,[M + H]+,C6H24N7O3P+,,0.000,8.125,7.264,0.860,12,0.680,2.894,4.212,2.202,,273.168,42,0.705,745820175340255863,745741745503644591,6717,
10,C13H18N7,[M + H]+,C13H19N7+,,0.000,0.416,0.416,0.000,5,0.267,-1.998,7.561,-6.472,,273.168,42,0.705,745820175340255864,745741745503644591,6717,
1,C8H12O4,[M + H]+,C8H13O4+,,0.999,14.065,14.065,0.000,2,0.322,-6.848,6.848,-6.843,,173.080,42,0.705,745820174652389671,745741654646613275,2200,
2,C4H8N6O2,[M + H]+,C4H9N6O2+,,0.001,6.862,6.862,0.000,2,0.322,8.667,8.667,8.672,,173.080,42,0.705,745820174652389672,745741654646613275,2200,
3,C6H10N3O3,[M + H]+,C6H11N3O3+,,0.000,5.510,5.510,0.000,2,0.322,3.364,3.364,0.914,,173.080,42,0.705,745820174652389673,745741654646613275,2200,
4,C6H11F3O2,[M + H]+,C6H12F3O2+,,0.000,3.603,3.063,0.541,2,0.322,-2.250,7.276,7.281,,173.080,42,0.705,745820174652389674,745741654646613275,2200,
5,H11N7O2P,[M + H]+,H12N7O2P+,,0.000,-6.267,-6.267,0.000,0,0.000,6.872,6.872,6.877,,173.080,42,0.705,745820174652389675,745741654646613275,2200,
1,C40H73N9O12,[M + H]+,C40H74N9O12+,,0.764,4.687,4.687,0.000,6,0.545,1.692,3.261,-3.264,,872.542,42,0.706,745820175357033134,745742221423020938,29319,
2,C51H73N3O9,[M + H]+,C51H74N3O9+,,0.082,2.459,2.459,0.000,1,0.230,-1.819,2.212,0.390,,872.542,42,0.706,745820175357033135,745742221423020938,29319,
3,C58H69N3O4,[M + H]+,C58H70N3O4+,,0.025,1.258,1.258,0.000,0,0.000,7.124,7.124,7.121,,872.542,42,0.706,745820175357033136,745742221423020938,29319,
4,C36H69N15O10,[M + H]+,C36H70N15O10+,,0.019,0.985,0.985,0.000,0,0.000,-0.183,0.183,-0.186,,872.542,42,0.706,745820175357033137,745742221423020938,29319,
5,C52H69N7O5,[M + H]+,C52H70N7O5+,,0.017,0.905,0.905,0.000,0,0.000,-1.140,1.140,-1.143,,872.542,42,0.706,745820175357033138,745742221423020938,29319,
6,C39H77N5O16,[M + H]+,C39H78N5O16+,,0.016,0.852,0.852,0.000,0,0.000,-1.728,1.728,-1.731,,872.542,42,0.706,745820175357033139,745742221423020938,29319,
7,C47H69N9O7,[M + H]+,C47H70N9O7+,,0.014,0.683,0.683,0.000,0,0.000,3.470,3.470,3.467,,872.542,42,0.706,745820175357033140,745742221423020938,29319,
8,C56H73NO7,[M + H]+,C56H74NO7+,,0.013,0.604,0.604,0.000,0,0.000,-4.218,4.218,-4.221,,872.542,42,0.706,745820175357033141,745742221423020938,29319,
9,C46H73N5O11,[M + H]+,C46H74N5O11+,,0.012,0.517,0.517,0.000,0,0.000,5.003,5.003,5.000,,872.542,42,0.706,745820175357033142,745742221423020938,29319,
10,C44H77N3O14,[M + H]+,C44H78N3O14+,,0.010,0.358,0.358,0.000,0,0.000,-6.338,6.338,-6.342,,872.542,42,0.706,745820175357033143,745742221423020938,29319,
1,C5H12N2,[M + H]+,C5H13N2+,,1.000,8.994,8.808,0.186,4,0.943,-8.424,9.051,9.034,,101.108,42,0.706,745820174585280786,745741607175472003,50,
1,C6H15NO2,[M + H]+,C6H16NO2+,,1.000,44.420,43.206,1.213,6,0.933,4.360,4.360,5.109,,134.118,42,0.707,745820175340255868,745741628591591891,966,
1,C8H15F3O3,[M + H]+,C8H16F3O3+,,0.521,11.318,10.785,0.533,4,0.343,-2.971,3.866,5.241,,217.106,42,0.707,745820175864544035,745741686653353383,3771,
2,C10H16O5,[M + H]+,C10H17O5+,,0.478,11.232,11.232,0.000,3,0.282,1.722,5.521,-6.019,,217.106,42,0.707,745820175864544037,745741686653353383,3771,
3,C6H12N6O3,[M + H]+,C6H13N6O3+,,0.000,4.338,4.338,0.000,2,0.196,5.920,5.920,6.350,,217.106,42,0.707,745820175864544038,745741686653353383,3771,
4,C8H14N3O4,[M + H]+,C8H15N3O4+,,0.000,2.990,2.990,0.000,4,0.327,9.575,9.575,0.166,,217.106,42,0.707,745820175864544039,745741686653353383,3771,
5,C9H10N7,[M + H]+,C9H11N7+,,0.000,-2.231,-2.231,0.000,2,0.159,-2.715,4.771,-5.994,,217.106,42,0.707,745820175864544040,745741686653353383,3771,
6,C11H13F3N,[M + H]+,C11H14F3N+,,0.000,-3.987,-3.987,0.000,2,0.159,-4.074,4.074,-7.103,,217.106,42,0.707,745820175864544041,745741686653353383,3771,
7,C2H15N7O3P,[M + H]+,C2H16N7O3P+,,0.000,-4.891,-4.891,0.000,0,0.000,4.489,4.489,4.919,,217.106,42,0.707,745820175864544042,745741686653353383,3771,
8,C5H13N8P,[M + H]+,C5H14N8P+,,0.000,-6.306,-6.306,0.000,0,0.000,-7.856,7.856,-7.425,,217.106,42,0.707,745820175864544043,745741686653353383,3771,
9,CH16N9P2,[M + H]+,CH17N9P2+,,0.000,-10.418,-10.418,0.000,0,0.000,-9.287,9.287,-8.857,,217.106,42,0.707,745820175864544044,745741686653353383,3771,
1,C6H10N3O2,[M + H]+,C6H11N3O2+,,0.498,15.245,14.665,0.579,4,0.234,8.816,8.816,-0.476,,157.085,43,0.710,745820176191699874,745741642562821135,1621,
2,C8H12O3,[M + H]+,C8H13O3+,,0.469,15.186,15.186,0.000,2,0.097,-9.166,9.166,-9.024,,157.085,43,0.710,745820176191699875,745741642562821135,1621,
3,C4H8N6O,[M + H]+,C4H9N6O+,,0.033,12.531,12.531,0.000,4,0.234,9.732,9.732,8.071,,157.085,43,0.710,745820176191699876,745741642562821135,1621,
4,C6H11F3O,[M + H]+,C6H12F3O+,,0.000,2.114,0.874,1.240,1,0.059,-1.802,7.365,6.538,,157.085,43,0.710,745820176191699877,745741642562821135,1621,
5,C7H16Si2,[M + H]+,C7H17Si2+,,0.000,-0.742,-0.742,0.000,0,0.000,-12.605,12.605,-11.630,,157.085,43,0.710,745820176191699878,745741642562821135,1621,
6,H11N7OP,[M + H]+,H12N7OP+,,0.000,-8.575,-8.575,0.000,0,0.000,5.118,5.118,6.093,,157.085,43,0.710,745820176191699879,745741642562821135,1621,
1,C9H13FO2,[M + H]+,C9H14FO2+,,0.997,9.284,9.284,0.000,2,0.017,5.894,6.090,11.341,,173.099,43,0.710,745820176187505566,745741654772442419,2206,
2,C8H16O2Si,[M + H]+,C8H17O2Si+,,0.003,3.306,3.306,0.000,1,0.010,-9.087,9.087,-0.204,,173.099,43,0.710,745820176191699871,745741654772442419,2206,
3,C2H8N10,[M + H]+,C2H9N10+,,0.000,-3.385,-3.385,0.000,2,0.023,-5.557,9.629,-8.199,,173.099,43,0.710,745820176191699872,745741654772442419,2206,
1,C6H22N8O,[M + K]+,C6H22KN8O+,,0.991,-1.416,-1.416,0.000,0,0.000,-8.981,8.981,-8.997,,261.152,43,0.713,745820177017978029,745741731503055035,6016,
2,C4H20N11,[M + K]+,C4H20KN11+,,0.009,-6.070,-6.070,0.000,1,0.281,-5.823,5.823,-3.856,,261.152,43,0.713,745820177017978030,745741731503055035,6016,
1,C7H14N6O3,[M + H]+,C7H15N6O3+,,0.758,7.560,7.123,0.437,2,0.205,4.263,4.263,4.536,,231.121,43,0.714,745820176632101902,745741700440033391,4461,
2,C9H17F3O3,[M + H]+,C9H18F3O3+,,0.141,5.878,4.212,1.666,2,0.205,1.091,3.221,3.495,,231.121,43,0.714,745820176632101903,745741700440033391,4461,
3,C11H18O5,[M + H]+,C11H19O5+,,0.040,4.609,4.609,0.000,1,0.077,-1.285,6.071,-7.082,,231.121,43,0.714,745820176632101904,745741700440033391,4461,
4,C12H16F2O2,[M + H]+,C12H17F2O2+,,0.032,4.390,4.390,0.000,2,0.205,6.404,6.404,8.440,,231.121,43,0.714,745820176632101905,745741700440033391,4461,
5,C9H16N3O4,[M + H]+,C9H17N3O4+,,0.029,4.293,3.301,0.993,3,0.285,0.778,3.567,-1.273,,231.121,43,0.714,745820176632101906,745741700440033391,4461,
6,C10H22O2Si2,[M + H]+,C10H23O2Si2+,,0.000,-0.627,-0.627,0.000,0,0.000,-9.127,9.127,-8.853,,231.121,43,0.714,745820176632101907,745741700440033391,4461,
7,C3H17N7O3P,[M + H]+,C3H18N7O3P+,,0.000,-1.082,-1.082,0.000,2,0.205,1.650,1.650,3.192,,231.121,43,0.714,745820176632101908,745741700440033391,4461,
8,C10H12N7,[M + H]+,C10H13N7+,,0.000,-3.374,-3.374,0.000,0,0.000,-7.333,7.333,-7.060,,231.121,43,0.714,745820176632101909,745741700440033391,4461,
9,CH15N10O2P,[M + H]+,CH16N10O2P+,,0.000,-4.005,-4.005,0.000,1,0.127,7.868,7.868,9.001,,231.121,43,0.714,745820176632101910,745741700440033391,4461,
