"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"339",111.10025,0.73,18939,18965,3220,30019,48794,3436,11513,7152,26508,11977,15361,11149,37807,16935,18093,3528,241501,16788,25844,7409,32723,16281,20229,7417,570,16266,28254,36,59112,0,56298,41295,49689,59754,56756,50300,52394,38615,37091,53607,51592,54927,44684,39891,47877,50460,38195,46108,34666,0,51197,46049,35569,39005,39771,45583,65186,48492,35432,36497,40586,42502,43887,56502,43693,37295,40456,27212,22978,37191,56827,58886,59132,62366,35203,58588,57243,59412,37727.7564102564,"111.10025","M0","ACN","M0,ACN","kp23_112.4178",112.417807309337
"829",129.02995,7.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06410256410256,"129.02995","M0","M+H+","M0,M+H+","kp24_110.996",110.995968606376
"352",112.00309,9.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"112.00309","M0","NH3","M0,NH3","kp24_110.996",110.995968606376
"961",134.08301,0.757,0,0,10109,0,100334,0,0,0,0,0,0,0,14778,0,0,469,8090,13110,53264,0,64099,0,83402,0,0,0,0,17983,10572,0,0,49974,25359,27195,37964,22122,0,0,0,0,0,70583,0,0,0,0,1183,0,913,0,0,0,0,0,0,0,26247,591,0,0,1087,687,0,112648,0,0,0,2520,3081,3298,94500,408006,45268,56986,16343,8712,0,0,17839.4487179487,"134.08301","M0","Na/H","M0,Na/H","kp25_111.0936",111.09358853323
"354",112.10072,0.755,323,1041,0,1110,3593,0,484,325,1205,0,438,0,509,605,0,0,17226,761,2138,0,3351,843,2472,0,0,324,1144,0,1209,0,2441,2619,2358,2098,3547,2677,2842,2436,1894,3126,1521,9203,1911,1977,2166,3089,1457,971,1290,0,2756,2702,1428,2191,2235,2073,3760,1882,1942,1673,1327,2438,1983,6664,979,1147,2107,473,417,1977,11185,11541,5916,2404,1808,1459,2605,2580,2184.30769230769,"112.10072","M0","M+H+","M0,M+H+","kp25_111.0936",111.09358853323
"850",130.08597,0.739,12846,10539,14647,5157,755,14667,8897,23515,2643,11903,2864,17090,4080,13292,13756,3849,1202,4525,692,3193,0,3222,0,5834,2901,3390,4214,4041,321,0,4298,936,1024,756,394,691,21416,23483,14994,8221,9113,815,7130,7299,28364,24845,16123,10196,16258,0,10046,52409,58543,15845,12534,9041,1071,69405,61245,39477,10867,10450,10316,687,13932,71159,16687,11515,17642,12769,829,331,367,813,3158,634,3540,4449,11668.6153846154,"130.08597","M0","NH3","M0,NH3","kp26_112.0521",112.05209853323
"372",113.05933,0.752,17397,16431,15544,27153,0,15487,18603,16200,21975,15392,17213,16711,21258,14040,16759,17336,0,21358,0,16123,0,19584,0,16420,18533,20223,22046,55244,0,0,9983,335,0,0,325,0,8149,7533,5868,6219,8033,0,7973,8665,8099,9547,5188,6693,5640,0,8067,9496,8393,4580,5245,7251,0,8519,7952,7683,6281,5776,5392,0,7493,7199,7738,4644,4254,5149,0,0,0,0,24049,0,8989,8893,9209.26923076923,"113.05933","M0","M+H+","M0,M+H+","kp26_112.0521",112.05209853323
"378",113.05958,19.754,121862,126553,106667,171755,0,136357,185947,203539,89289,155680,160321,156138,164527,148837,153799,152078,0,169175,0,188381,0,156465,0,98440,173337,172900,108887,101937,0,34530,55263,0,0,0,0,0,16972,15082,27534,39474,41828,0,38288,50534,5415,20691,15514,40467,28036,0,29887,5401,12028,37832,60606,21554,0,16423,12898,4293,31550,52342,39757,0,21479,4228,14064,51003,30773,62744,0,0,0,0,189182,0,13787,45775,58847.5,"113.05958","M0","M+H+","M0,M+H+","kp27_112.0524",112.05235853323
"851",130.08624,20.062,1493,518,1372,2223,0,593,993,1363,1743,1160,1156,1128,1982,1088,2245,1248,9,2615,0,1129,0,91,0,1054,786,1634,2061,3160,0,8317,9069,0,0,0,0,0,9729,13556,7661,7497,9324,0,8745,7171,13573,9840,8746,7495,7602,0,9416,11688,7272,9878,6886,7854,0,12002,9458,7389,10327,7953,8768,0,8297,7798,9092,10641,10946,11261,0,0,0,0,2414,0,7590,4800,4396.14102564103,"130.08624","M0","NH3","M0,NH3","kp27_112.0524",112.05235853323
"389",113.0793,0.759,0,0,0,0,4892,0,0,0,0,340,0,0,0,0,0,0,52634,0,3460,0,3995,0,2676,307,0,0,0,0,3469,0,0,6584,5766,7333,4789,5759,475,641,443,0,0,7638,0,0,0,0,2001,0,432,0,1263,0,0,0,0,0,11528,572,502,287,485,340,640,8868,1978,0,319,0,0,0,8155,8046,7782,7442,0,3392,0,0,2246.57692307692,"113.0793","M0","M+H+","M0,M+H+","kp28_112.0718",112.07180853323
"853",130.10542,0.743,0,0,0,0,3602,0,0,0,0,0,0,0,0,0,0,0,8542,0,12958,0,15703,0,14209,0,0,0,0,0,3007,0,301,4234,4274,4352,4699,5026,0,0,0,0,0,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897,0,0,0,0,0,0,4869,0,0,0,0,0,0,4966,5101,4254,3565,0,3717,0,0,1502.96153846154,"130.10542","M0","NH3","M0,NH3","kp28_112.0718",112.07180853323
"393",113.13213,16.173,452,0,0,328,0,0,0,0,0,0,0,0,0,303,0,0,0,1126,0,0,354,0,10,0,0,1557,0,977,0,0,0,0,0,622,0,0,7144,8166,0,0,0,0,5644,4765,13907,5172,0,0,0,146,5852,5654,4803,0,0,0,0,10243,5648,3466,0,0,0,0,6168,4144,7820,0,0,0,0,0,0,305,0,300,0,0,1347.12820512821,"113.13213","M0","M+H+","M0,M+H+","kp29_112.1248",112.12475853323
"859",130.15849,15.605,4766,21705,11280,11303,0,4829,15677,11292,14235,10418,19156,20496,25372,4757,13397,9321,0,10958,0,4707,0,16057,0,16865,3511,4974,15622,20124,0,295,9,0,0,0,0,0,1288,274,803,304,683,0,259,131,663,524,0,0,0,0,0,16044,2699,815,436,1828,0,1238,126,330,0,147,0,0,2838,2819,0,0,9,0,0,0,0,0,12448,0,274,0,4334.69230769231,"130.15849","M0","NH3","M0,NH3","kp29_112.1248",112.12475853323
"397",113.95066,20.575,11414,60082,11057,102188,0,90331,51539,33850,89472,88084,91477,93183,86945,74488,65517,126938,0,20058,0,78119,0,103920,0,19770,72205,101988,46804,66921,0,6555,5694,0,0,0,0,0,2462,3687,3664,1669,2203,0,2313,1175,10977,3692,1852,1241,1208,0,3706,4223,4866,3609,1641,1662,0,2458,3535,1863,3489,1812,4860,0,5527,3273,1755,2531,2622,1291,0,0,0,0,62425,0,5085,1340,22542.5,"113.95066","M0","M+H+","M0,M+H+","kp30_112.9434",112.94335903323
"1561",154.97716,20.47,78289,80815,105605,417066,0,98259,273753,89815,55296,214455,275447,85171,363852,238768,241849,336569,0,380143,0,203166,0,106065,0,48727,99345,166750,362676,76649,0,14057,12391,0,0,0,0,0,17175,16182,14326,12803,14166,0,14786,12966,15256,16635,14643,12933,13902,0,11543,15009,16333,13236,13678,12752,0,18223,15413,15757,14206,13665,13363,0,18491,16257,14873,13918,13913,14129,0,0,0,0,63959,0,13555,11092,63514.3076923077,"154.97716","M0","ACN","M0,ACN","kp30_112.9434",112.94335903323
"415",114.1104,0.76,0,0,0,0,11058,0,0,0,0,0,0,0,0,0,0,0,460217,0,896685,0,1069956,0,996886,0,0,0,0,0,7928,0,0,19531,16725,19215,15382,15702,0,0,0,0,0,18313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013,0,0,0,0,0,0,23108,0,0,0,0,0,0,22843,20693,13598,20663,0,7737,0,0,47003.2435897436,"114.1104","M0","M+H+","M0,M+H+","kp31_113.1033",113.10332853323
"889",131.13736,0.707,0,0,0,0,16538,0,0,0,0,0,0,0,0,0,0,0,7941,0,88741,0,228652,0,243089,0,0,0,0,0,0,0,0,8211,20684,1804,1831,1321,0,0,0,0,0,87195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16537,0,0,0,0,0,0,71910,0,0,0,0,0,0,88313,97073,30347,11411,0,0,0,0,13097.4102564103,"131.13736","M0","NH3","M0,NH3","kp31_113.1033",113.10332853323
"1591",156.05074,20.062,1045,520,591,495,0,628,287,478,679,584,486,862,0,332,711,300,0,0,0,289,0,410,0,487,532,657,540,982,0,12489,13776,0,0,0,0,0,5842,12217,4377,12198,11617,0,12112,12325,11791,13516,4635,12026,12604,0,11376,11868,10757,5841,11407,12978,0,22581,10855,12056,13172,11863,11297,0,13771,12681,11835,12545,11964,11275,0,0,0,0,679,0,13223,12287,5252.96153846154,"156.05074","M0","ACN","M0,ACN","kp32_114.0168",114.01676903323
"419",115.0239,20.109,16378,13785,15974,22095,0,14133,12929,12684,21141,13319,11958,12103,19684,11547,12144,17906,0,19515,0,17938,0,16019,0,14117,16961,21027,19523,28896,0,18171,17444,0,0,0,0,0,16098,16335,15828,17308,17680,0,16873,15465,15954,17264,16479,16748,17568,0,15088,16060,16278,16458,18021,16982,0,33002,14965,16060,17819,16880,17424,0,18674,17224,16419,16397,18877,17704,0,0,0,0,26130,0,18415,16038,12793.6666666667,"115.0239","M0","M+H+","M0,M+H+","kp32_114.0168",114.01676903323
"896",132.10211,20.028,7408,6153,6153,20244,0,5537,5163,4926,18614,5323,4867,4758,18477,4449,4423,8653,0,13870,308,11855,0,8646,0,6381,6725,13295,10934,19831,0,6977,7082,0,0,0,0,0,8695,7633,7642,5607,5841,0,5183,5074,9847,7560,5651,5035,4091,0,5889,10092,7294,5042,5937,7554,0,5720,8201,5354,8329,6063,6476,306,11082,10868,7123,5044,4837,5249,0,0,0,0,22781,0,6542,5645,6029.98717948718,"132.10211","M0","NH3","M0,NH3","kp33_114.068",114.06803853323
"443",115.07507,18.14,68821,73109,54549,208891,5347,147569,200141,166089,220424,174990,178575,173122,236801,164334,176440,160075,81963,205870,21151,172970,12571,184778,14853,173362,215168,190576,77574,236567,11926,1051,336,7404,8753,6971,12980,9563,324,0,315,1351,2412,3460,1032,608,0,0,342,425,4907,5335,0,0,0,1409,803,195,2000,0,0,0,1346,427,7299,3256,0,0,0,1289,1672,851,12017,2368,3294,9726,164239,5282,1430,335,55069.3974358974,"115.07507","M0","M+H+","M0,M+H+","kp33_114.068",114.06803853323
"1615",157.08011,13.541,9457,12612,2641,23169,0,8648,6387,8590,10985,6431,19597,2684,16731,2605,14250,4856,12,14225,0,25322,0,13137,0,13576,13462,9545,3354,12809,0,0,150,0,0,0,0,0,23864,26654,31844,11270,14953,0,30128,32763,23128,14858,33226,24719,32331,0,13860,26905,30362,27991,20641,16310,0,26432,26015,23422,17222,16820,18820,0,18253,25158,21901,21308,25677,28215,0,0,0,0,14561,0,52377,38902,13668.2692307692,"157.07997","M0","M+H+","M0,M+H+","kp34_115.0464",115.04636903323
"470",116.05373,12.008,61973,124171,4907,37649,316,6178,115868,16292,55785,13020,298061,86985,18564,74894,38096,13905,0,5683,0,488424,0,141616,0,11622,43548,13945,58335,14867,0,0,81970,0,0,0,0,0,15895,901,33186,25076,9009,0,3501,3631,3732,84477,2562,1700,5610,0,7478,10077,3127,6703,922935,226468,0,3453,1951,4041,40527,6200,133252,0,13492,7926,325,5447,1804,8108,0,0,0,0,5521,0,1904,803,43942.2564102564,"116.05373","M0","ACN","M0,ACN","kp34_115.0464",115.04636903323
"1643",158.01282,0.986,126668,92557,154669,137680,0,130915,101272,96151,97482,109426,103718,103334,125225,84866,87861,122515,0,96389,0,102319,0,123854,0,128483,102620,107049,94746,121084,0,0,83678,0,0,0,0,0,139608,119289,123087,112251,101507,0,107214,121077,111812,150149,108953,100589,105347,0,79103,192991,113559,98978,99809,145353,0,132080,166817,121263,108536,131556,106532,0,125540,118620,110107,149720,106466,118542,0,0,0,0,166347,0,104619,100240,85028.4871794872,"158.01282","M0","M+H+","M0,M+H+","kp35_115.9787",115.97872903323
"484",116.98574,0.973,4450,6096,5551,3243,0,5722,2623,4735,4331,4318,2289,1791,3122,4467,3623,3776,0,5159,0,5002,0,3046,0,2034,5022,6655,5192,4211,0,0,127635,0,0,0,0,0,65856,197101,84597,79940,98308,0,112210,116724,144231,106120,50009,57938,69119,0,164688,151349,72221,76479,74857,59518,0,82152,98305,59042,152648,116987,110885,0,55619,72547,96274,110365,36714,106922,0,0,0,0,5762,0,122679,65603,42280.2820512821,"116.98569","M0","ACN","M0,ACN","kp35_115.9787",115.97872903323
"1641",158.01279,20.219,305555,465609,278405,507883,0,343559,322088,317129,337539,324796,299831,322868,317779,336908,441356,378396,0,508980,0,487089,0,361301,0,346064,320834,572975,521802,446788,0,815826,536226,0,0,0,0,0,595617,610781,621644,563126,354514,0,593710,449173,545568,626745,453091,528553,603826,0,522754,555786,597217,550817,501077,557836,0,526178,474507,585224,531810,627832,555317,0,795114,566532,578413,589180,602466,538937,0,0,0,0,522501,0,431571,590022,366218.269230769,"158.01279","M0","M+H+","M0,M+H+","kp36_115.9789",115.97889903323
"487",116.98611,20.272,14563,22584,17750,16589,0,4797,18658,11150,19150,7393,17715,7324,4970,11144,18015,15788,0,13646,0,17601,0,18424,529,17105,19301,17294,5991,17257,0,134822,259324,0,0,0,0,0,398925,145316,420011,354233,316103,0,262133,431435,139240,200910,203364,183006,244352,299,378159,176380,381185,360392,287584,259597,284,266625,258747,413145,179071,208043,360009,0,324615,213066,320856,396320,101232,136928,0,0,0,0,20222,290,442510,312606,125975.346153846,"116.98592","M0","ACN","M0,ACN","kp36_115.9789",115.97889903323
"493",117.07026,6.935,12167,8792,12333,7201,0,17366,16388,27347,11147,6210,9177,24232,7927,9288,17131,11522,321,9264,0,10638,0,9651,0,7751,12348,8894,11239,22369,0,0,2747,0,0,0,0,0,22025,13625,10518,5187,5158,0,3132,4590,13706,17500,3382,3978,2662,0,15784,13952,20415,2630,3407,655,0,38442,21136,18372,2546,2885,3539,0,9236,26106,21898,3961,2204,1778,0,0,0,0,8050,0,3113,92,7937.35897435897,"117.07026","M0","M+H+","M0,M+H+","kp37_116.0628",116.06282853323
"962",134.0965,6.354,5631,6296,6568,3217,0,5501,3254,4762,7396,3219,3024,3604,4196,6490,3921,6403,1198,7405,0,5260,0,5366,0,7657,7352,4095,5729,9412,0,0,0,0,0,0,0,0,7569,8283,0,295,0,0,0,0,6630,4781,0,0,0,0,1833,7481,16983,508,0,0,0,11371,12814,9407,0,0,0,0,7147,19072,5878,0,294,289,0,0,0,0,6298,0,0,0,3254.98717948718,"134.0965","M0","NH3","M0,NH3","kp37_116.0628",116.06282853323
"517",119.04841,9.767,23775,18769,27762,0,0,19143,7968,32620,0,9900,2441,14678,0,14267,12785,286,0,0,0,309,0,0,0,0,288,369,0,1007,0,0,0,0,0,0,0,0,13833,17544,9280,2898,3737,0,0,0,30187,16383,15561,8241,14637,0,14711,39234,42037,15823,11360,4909,0,42015,42561,34194,4853,8135,12357,0,28184,50796,31064,7197,20484,15779,0,0,0,0,0,0,0,0,9543.08974358974,"119.04841","M0","M+H+","M0,M+H+","kp38_118.0414",118.04140353323
"1030",136.0755,11.168,2616,6259,3577,4968,0,3151,4188,7065,2109,3993,5432,5216,7181,6649,4730,5887,0,3164,0,4915,0,7333,0,4301,3705,3022,6803,4092,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,9,0,398,388,0,0,0,909,999,889,0,0,0,649,1376,583,0,0,0,0,679,290,513,0,0,0,0,0,0,0,5798,0,345,0,1595.97435897436,"136.0755","M0","NH3","M0,NH3","kp38_118.0414",118.04140353323
"1698",160.11267,0.76,10105,10789,9329,16649,308,10595,11605,10124,16122,11240,12452,10549,14956,10112,12613,8745,5151,14643,1744,8951,3804,12734,1623,9728,12004,13781,14558,14196,0,0,1541,1405,639,344,1159,0,943,1484,1207,708,1191,667,886,294,1335,1806,5008,2229,4415,0,1787,0,1448,2420,1236,1414,348,396,0,0,3569,2701,3534,0,0,397,1478,3742,1291,3496,346,729,0,314,17012,0,1150,1628,4703.9358974359,"160.11267","M0","M+H+","M0,M+H+","kp39_118.0785",118.078504198909
"531",119.08544,0.753,45137,46431,38237,64855,0,44638,48311,39466,53756,38085,45949,39334,66666,35974,42677,40765,765,54502,0,42807,0,47720,0,40912,46131,50173,49886,170032,326,0,23554,0,0,0,0,0,24041,16774,14093,13969,16879,0,14114,19752,19586,17574,16408,13220,11810,0,20122,17412,16485,12757,11814,16549,0,18710,16144,18830,12319,12692,12444,0,20077,15578,18011,24164,9152,21394,0,0,0,0,60429,0,19243,18250,23178.0128205128,"119.08544","M0","ACN","M0,ACN","kp39_118.0785",118.078504198909
"579",121.06487,5.856,2022,2240,109382,0,46750,78664,35320,109217,0,64525,4208,68629,0,53077,18386,16251,59348,5879,84621,13027,71732,0,32288,22543,2399,12443,2627,55314,31643,0,637,41538,16732,24894,59945,98231,15455,14155,0,0,758,41104,1677,0,0,21453,635,0,0,0,0,94582,92970,0,0,0,47049,124373,146796,10430,869,0,0,40188,0,147665,0,0,0,0,34624,31809,44608,99588,0,67948,0,0,29785.2307692308,"121.06487","M0","M+H+","M0,M+H+","kp40_120.0577",120.057733866563
"1090",138.09166,4.333,98714,108661,118728,122592,0,74914,138697,165136,154778,87546,114571,127359,107639,120780,101665,150067,3186,142677,0,111803,0,103366,0,136432,115971,136858,77547,130084,0,0,24554,0,0,0,0,0,21059,16852,23586,24461,16939,0,31127,31041,25536,31085,24146,18708,21588,0,24074,27967,28485,20542,9155,26656,0,19866,26121,17421,24176,36423,29429,0,22804,35264,23952,15033,37143,22603,0,0,0,0,150794,0,26255,22848,47531.5897435897,"138.09166","M0","NH3","M0,NH3","kp40_120.0577",120.057733866563
"1756",162.0916,6.711,30707,26332,34919,877,0,5910,5213,9049,4247,3264,2573,7016,879,7418,3977,4591,307,4456,0,795,0,1211,0,2711,868,4508,2239,7773,0,0,0,0,0,0,0,0,38482,45901,716,0,311,0,0,312,44188,30221,651,0,345,0,22741,62154,63661,1552,654,0,0,63187,89100,52534,0,0,291,0,33380,60975,48545,319,3009,1168,0,0,0,0,3347,0,0,0,10763.8974358974,"162.0916","M0","ACN","M0,ACN","kp40_120.0577",120.057733866563
"601",121.10115,0.755,49621,45127,41286,75928,651,46880,54026,42600,61753,43880,50001,46198,65815,41740,49933,39203,8311,55467,0,45200,0,53384,0,44932,49941,56205,59749,227766,0,0,16352,388,557,0,0,459,13565,12608,9168,11406,12537,0,13611,12793,11773,13055,10911,10704,10457,0,13197,12986,11772,11753,11504,12225,0,12302,10778,11055,11921,10485,10631,0,12934,10198,12085,9934,10571,10517,0,0,0,0,64982,323,14731,14598,23300.2948717949,"121.10115","M0","M+H+","M0,M+H+","kp41_120.094",120.09404403323
"1760",162.12804,0.943,51,50,117,16,0,170,14,64,0,11,0,11,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,443,1090,0,0,0,0,147,51,571,0,0,0,0,403,389,189,0,42,10,0,2250,1605,1478,0,0,0,0,0,0,0,0,121.487179487179,"162.12804","M0","ACN","M0,ACN","kp41_120.094",120.09404403323
"618",121.12132,0.754,0,0,0,0,9930,0,0,0,0,0,0,0,0,0,0,0,278439,0,7485,0,7975,0,5729,0,0,0,0,0,6990,0,0,8781,11531,13668,11576,10058,0,0,0,0,0,12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21315,0,0,0,0,0,0,16359,0,0,0,0,0,0,15807,12849,14689,13326,0,6093,0,0,6216.84615384615,"121.12132","M0","M+H+","M0,M+H+","kp42_120.1138",120.11379403323
"1763",162.14737,0.761,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,10956,0,9550,303,8747,0,10817,0,0,0,0,0,0,0,0,2087,326,0,1285,632,0,1583,0,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,1333,303,0,0,0,0,0,2399,2457,1936,602,0,0,0,0,754.538461538462,"162.14737","M0","ACN","M0,ACN","kp42_120.1138",120.11379403323
"1227",145.06496,17.052,2721,4663,3479,4221,0,4527,4747,3902,9441,6294,7931,7146,6570,2858,2690,6560,0,5102,0,5065,0,5504,0,4304,3560,6071,6917,3046,0,0,619,0,0,0,0,0,57588,41581,0,0,9,0,4122,3624,40548,40982,295,0,0,0,35350,65339,38912,338,1572,335,0,89133,82003,50899,0,0,1120,0,60981,82544,41447,0,408,2889,0,0,0,0,5124,0,0,676,11099.4487179487,"145.06496","M0","Na/H","M0,Na/H","kp43_122.076",122.07596853323
"687",123.08353,15.94,213465,216436,574455,682382,0,549992,359445,604625,704771,125778,180298,931268,751442,888963,1166508,671900,0,313742,0,895888,0,822586,0,787415,872513,649956,1675564,3513816,0,26034,39880,0,0,288,0,285,43593,15909,24149,65047,35256,0,8731,7980,18458,6227,46104,17978,34477,0,39594,27373,14760,33022,24897,57620,0,41184,37823,16196,35342,34613,47286,0,21727,16904,5188,43637,68556,38267,0,0,0,0,687076,0,33206,8805,254829.230769231,"123.08353","M0","M+H+","M0,M+H+","kp43_122.076",122.07596853323
"697",123.10117,0.756,0,0,0,0,48470,0,0,0,0,0,0,0,0,0,0,0,1343810,0,31009,0,26547,0,26494,0,0,0,0,0,34527,0,0,49633,59597,66843,62399,59108,0,0,0,0,0,62218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101255,0,0,0,0,0,0,81002,0,0,0,0,0,0,81202,70690,70420,66188,0,37603,0,0,30500.1923076923,"123.10117","M0","M+H+","M0,M+H+","kp44_122.0939",122.09386903323
"1897",164.12767,0.69,0,6392,0,392,1099,0,320,0,54,0,91,348,761,0,0,0,10241,0,1400,73,1378,2676,876,19018,1338,861,0,1028,732,0,851,1995,1239,1758,1891,1677,674,4180,3815,394,12722,2296,11,464,12,13,1220,1296,12,0,147,637,146,10,0,939,1814,0,316,0,882,0,0,2224,0,0,56,317,331,336,2513,2523,2201,1859,400,1614,846,276,1358.78205128205,"164.12767","M0","ACN","M0,ACN","kp44_122.0939",122.09386903323
"716",124.02472,20.088,305873,273220,293663,449287,0,287935,277076,240422,421116,249898,239964,240845,423159,234655,248193,325100,0,438876,0,319424,0,329081,0,299789,294096,428145,351589,438338,0,179675,30063,0,0,0,0,0,191376,186467,164041,189739,35586,0,179061,33862,208271,172636,203247,32808,184663,0,30113,183969,35107,179454,202025,30546,0,355272,209007,191461,168328,200272,33199,0,198339,38168,158321,194514,188954,34346,0,0,0,0,466070,0,182148,30009,162959.756410256,"124.02472","M0","M+H+","M0,M+H+","kp45_123.0171",123.01713903323
"1916",165.05066,20.11,3121,2759,3443,6900,0,2605,2359,2608,5438,3115,2638,3324,5153,2913,1561,4167,0,5444,0,5424,0,3180,0,3678,3466,4412,5066,9626,0,6719,10370,0,0,0,0,0,10651,9162,10135,9621,9140,0,8721,10100,7288,9053,7689,8819,10997,0,7526,8812,7708,9850,8684,10515,0,16894,7680,9269,10069,9131,10816,0,12771,7803,9198,9598,9624,2213,0,0,0,0,9777,0,7415,8527,5317.24358974359,"165.05066","M0","ACN","M0,ACN","kp45_123.0171",123.01713903323
"1951",165.11116,18.119,0,0,0,0,17583,0,0,0,0,0,0,0,0,0,0,0,23809,0,19954,0,21628,0,23360,0,0,0,0,0,9943,0,0,14120,12389,15646,19253,14988,0,0,0,0,0,20162,0,0,0,0,0,0,0,19870,0,0,0,0,0,0,24287,0,0,0,0,0,0,24598,0,0,0,0,0,0,21612,21552,26872,15508,0,22946,0,0,5001.02564102564,"165.11116","M0","M+H+","M0,M+H+","kp46_147.0771",147.07710353323
"1292",148.08415,16.855,1256,90,858,30797,0,746,2150,290,8581,3593,3177,1942,7215,1658,1386,1879,0,27868,0,8665,0,1838,0,5030,4277,41323,19280,4118,0,0,0,0,0,0,0,0,79244,51907,0,0,0,0,65196,68185,61783,70066,0,0,0,0,55759,122511,67464,0,10,0,0,188275,157379,123173,0,0,344,0,142969,187407,101171,0,0,0,0,0,0,0,3952,0,0,0,22112.9743589744,"148.08415","M0","NH3","M0,NH3","kp46_147.0771",147.07710353323
"1174",142.08629,0.753,14279,10636,11852,4462,0,11454,7682,14871,3848,7511,5407,10165,3680,9377,8851,4582,425,4059,0,2723,0,3741,0,2624,2822,5068,3941,8846,0,0,0,0,0,0,0,0,16940,18392,8451,4507,4317,0,4064,3805,31299,18768,8590,5793,5552,0,17236,34919,38802,7863,5661,5125,0,49524,49693,41654,5526,5874,4174,0,38796,50189,38819,5795,8295,7188,0,0,0,0,3416,0,0,0,9127.34615384615,"142.08629","M0","NH3","M0,NH3","kp47_124.0523",124.052323533231
"738",125.05946,0.718,19510,18134,19288,28971,0,18743,20378,18860,25847,19085,18334,17846,24410,18239,19194,17852,287,23996,0,18929,0,21786,0,18905,20173,22114,24114,71958,0,0,10042,0,0,0,0,0,10313,10690,6355,6985,6524,0,10818,9744,10350,11350,6596,6957,5905,0,10576,11165,12630,6301,6354,7969,0,10112,13105,11130,6496,6572,7393,0,10078,11646,10526,5963,4452,5952,0,0,0,0,24915,0,9562,8916,10787.1153846154,"125.05946","M0","M+H+","M0,M+H+","kp47_124.0523",124.052323533231
