"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"9380",316.2836,10.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1514,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1153846153846,"316.2836","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2449_631.055",631.055035299845
"9382",316.28381,14.669,15423,14228,22160,10844,0,9940,6200,12710,8670,7210,5778,7215,5239,9740,7014,9504,56,9221,119,10203,179,7072,191,10068,6263,10000,8883,11142,0,0,14193,0,0,0,0,0,19431,21087,14887,15453,13091,0,20305,22220,23460,16460,19523,18183,16364,0,23879,32691,27135,16922,17002,15564,0,26718,34918,34603,38351,33577,20627,0,32437,25550,24101,18287,20733,23090,0,0,0,0,7266,0,12005,14269,12303.2564102564,"316.28381","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2450_631.0551",631.055145299845
"10087",327.27325,14.744,16638,82,0,51,4348,117,59,170,34,129,107,464,2091,142,541,8183,485,10226,17546,0,17183,0,15669,0,0,1090,60,5966,2189,0,28760,14804,2046,4868,5252,6100,5858,5636,30149,32863,2642,10206,4246,2827,6932,6264,7340,5265,3118,10670,37896,4852,10395,32533,4620,34317,4173,4177,8030,32748,5281,5063,3542,7786,2881,6364,56502,5135,32828,5493,5955,2753,5884,8302,14,3987,26601,28338,8793.15384615385,"327.27325","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2450_631.0551",631.055145299845
"9393",316.32037,13.547,10250,10459,10417,12287,0,10646,10001,9000,10571,11802,10609,9072,10833,9757,8962,16869,0,11738,0,11608,0,10011,0,10716,10639,11291,12245,85179,0,0,18913,53,0,0,152,3477,16874,16485,16364,18894,16412,0,17464,18731,15679,17134,17849,18309,14225,0,17859,16137,15394,16040,41865,17120,0,22500,15065,15585,16083,17965,17045,0,15111,16028,14588,16679,16374,16205,0,31,563,0,13731,0,16812,17946,11855.1666666667,"316.32037","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2451_631.1293",631.129275299845
"10102",327.31082,13.07,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,95118,0,1720,0,1425,0,1502,0,0,0,0,0,678,0,0,513,0,336,987,1909,0,0,0,0,0,1474,0,0,0,0,0,0,0,1265,0,0,0,0,0,0,578,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,306,334,933,0,1077,0,0,1434.91025641026,"327.31082","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2451_631.1293",631.129275299845
"9423",317.1879,0.753,0,0,702,0,4800,0,0,0,0,0,0,0,0,0,0,1422,7383,0,442,0,945,0,630,0,0,340,0,12952,3777,0,0,2752,4920,6088,5268,4083,0,0,0,0,0,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,0,0,0,0,0,0,5598,0,0,0,0,0,0,5491,4667,5208,5015,0,3726,0,0,1274.37179487179,"317.1879","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2452_632.8638",632.863845299845
"10114",328.17786,0.754,0,734,0,501,0,2212,347,0,2136,1247,10657,1303,7772,1227,0,0,0,1671,0,0,0,0,0,0,0,404,1081,25023,0,0,0,0,0,320,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,14120,0,0,0,916.705128205128,"328.17786","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2452_632.8638",632.863845299845
"10117",328.19745,12.668,34075,24532,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,2404,783,0,0,0,0,0,0,10100,1294,0,0,0,0,4361,3137,4061,0,0,0,298,3392,1872,9906,263,0,0,0,5074,3083,12043,0,0,1041,390,301,300,0,0,0,0,0,1600.19230769231,"328.19745","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2453_632.9009",632.900945299845
"9433",317.20541,12.215,17584,22225,25519,6421,0,33730,16682,22435,12217,18632,14968,16823,11919,21513,14673,11254,46148,12866,0,10576,0,17470,0,14269,12529,8493,9583,66429,93,0,1335,0,0,1391,625,393,5676,6223,1599,8571,2719,0,5517,5048,6182,5709,8481,4672,3792,0,7439,9134,13706,7582,3700,3063,0,6241,32640,9423,7177,3674,3305,450,13702,8874,7676,8942,6519,10454,666,17,1292,1009,20611,8800,413,267,9355.89743589744,"317.20541","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2453_632.9009",632.900945299845
"9500",318.22787,11.191,3782,1745,3704,4596,0,2171,4974,2577,4139,2990,6342,519,6013,422,6008,7238,100105,3403,0,716,0,3547,0,2688,8141,540,3305,0,0,0,861,0,0,0,0,0,3060,781,3125,2122,409,0,1121,2046,3691,1795,1804,1427,1219,0,1566,1918,2962,2736,376,1792,0,3124,2849,3801,1681,639,527,0,2369,2529,2530,1709,1296,3803,0,0,0,0,3091,0,696,40,3143.07692307692,"318.22644","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2454_634.9435",634.943455299845
"10208",329.2175,10.649,0,0,0,0,13542,0,0,0,0,0,0,0,0,0,0,0,139978,0,241,0,3258,0,624,0,0,0,0,0,3836,0,0,12571,28599,24009,19043,21688,0,0,0,0,0,25999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33995,0,0,0,0,0,0,8142,0,0,0,0,0,371,33458,25351,24692,21572,0,4802,0,0,5715.01282051282,"329.2175","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2454_634.9435",634.943455299845
"9640",320.31525,14.844,1403,3537,3806,2740,289,2835,1904,6057,2092,6125,3157,5479,1866,4746,5974,9357,36,3072,63,3757,329,2255,2196,4988,2906,4494,2555,3975,0,341,412,0,0,0,0,389,2648,3112,2924,1154,1710,0,5228,5263,1933,1533,2491,709,2426,0,2175,12254,4129,2756,1535,2528,0,3550,4062,2825,2154,1330,612,0,3458,2265,2145,2862,1851,3133,0,0,0,0,1907,0,366,372,2340.19230769231,"320.31525","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2455_639.1187",639.118695299845
"10350",331.30536,15.893,5911,3429,5936,4010,1267747,4059,4558,5191,3558,2380,5517,5218,4513,2561,4424,4125,1393267,4892,2374659,5271,3224235,4999,4352683,4061,4267,6017,5149,12984,423900,0,0,841547,515133,1388783,991456,1349630,0,19,0,0,0,1908344,393,0,25,63,0,0,3555,758980,48,56,245,460,0,431,1342231,192,59,0,1183,0,668,585897,0,216,182,0,0,0,2013254,1323923,1303761,634308,6519,536261,0,0,367401.833333333,"331.30536","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2455_639.1187",639.118695299845
"9642",320.32999,16.866,770,1137,796,0,0,998,384,923,670,1332,487,780,832,446,1209,1779,793,0,0,1036,0,482,0,865,526,413,979,308,0,0,0,0,0,0,0,0,1697,1293,763,2618,2991,0,2343,2370,1459,417,0,1286,0,0,6390,1150,381,579,1012,558,0,2480,1533,669,537,1364,583,0,2076,703,419,1880,1288,11364,0,0,0,0,404,0,0,0,904.512820512821,"320.32999","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2456_639.1486",639.148605299845
"10351",331.32053,16.62,11244,9887,11711,8646,0,27695,8114,50965,5563,25343,10831,11756,3925,18072,12636,9569,969,10053,349,10974,297,4943,279,6416,9127,13061,7053,11372,0,1866,1723,0,0,113,9,11,6252,8374,24135,6055,8748,0,12008,13440,8361,4998,13406,6753,9880,92,7443,6335,5511,13707,9061,7563,0,8094,7057,7562,18972,21604,13328,340,13155,8744,8149,20751,7308,18879,0,13,47,0,4287,0,2144,2552,8201.02564102564,"331.32053","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2456_639.1486",639.148605299845
"9646",320.77222,12.686,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,195.153846153846,"320.77222","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2457_640.0329",640.032940799845
"10990",341.28491,14.065,0,830,1092,2362,7494,2058,0,876,193,372,768,1310,842,729,780,0,19010,947,18070,0,26132,1459,33519,1189,763,1172,0,66654,2960,0,0,19823,7356,7334,12932,6741,0,0,0,0,0,14141,0,0,0,0,0,640,0,33644,0,0,0,0,0,327,4674,0,0,0,0,0,0,13038,0,0,785,0,0,0,15063,16842,13494,12356,1480,2752,0,0,4807.73076923077,"341.28491","M0","ACN, 2x charged","M0,ACN, 2x charged","kp2457_640.0329",640.032940799845
"10403",332.31665,14.679,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,5225,330,0,36592,318,400,703,0,0,21903,25914,21195,28074,34464,379,22463,32467,20891,22472,29694,38879,30098,389,36397,20421,20330,27050,37597,31297,638,24208,19861,22855,28015,32354,33016,1016,17883,20393,20805,26928,29546,36621,0,0,575,0,0,0,25081,34975,11833.9102564103,"332.31662","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2458_641.1408",641.140755299845
"9706",321.32602,16.437,1571,2366,0,0,609,3611,1299,1082,574,0,976,0,672,2076,0,0,16510,0,3218,2279,2374,429,201,488,0,653,0,958,300,0,0,0,0,1881,153,994,0,0,1630,0,0,1431,0,0,489,0,0,558,495,1735,0,0,0,411,24968,6699,0,0,0,0,4757,2761,9046,1094,0,0,0,0,0,0,1819,3230,2366,1094,0,700,0,0,1417.39743589744,"321.32602","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2458_641.1408",641.140755299845
"9728",322.24146,11.376,0,0,0,14047,3831,816,8089,252,19205,3616,16377,2127,4042,726,24778,1732,0,0,1322,17181,12238,11950,8981,17424,3897,0,2114,8104,0,0,0,9507,2710,0,0,0,1249,2181,0,0,0,27271,0,0,3620,1563,258,0,946,0,1738,3213,5677,793,0,0,7274,859,5377,6252,683,0,272,27565,5014,3893,552,17,0,587,32324,16136,10503,9238,10862,9,0,0,4884.51282051282,"322.24146","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2459_642.9716",642.971635299845
"10437",333.23209,10.613,4435,1138,2786,4857,2753,419,10400,3413,383,7443,5412,11064,7077,8097,3420,3489,235073,3093,2862,2094,4378,2725,3920,14381,13524,6472,2973,5357,748,0,612,10240,1349,10082,6015,5872,358,1832,697,402,0,8746,58287,58167,484,1306,404,1104,608,0,1067,683,792,645,0,686,6575,0,88,980,1235,0,301,5557,899,307,2287,435,635,747,14972,8084,7561,3176,3520,2898,773,1040,7778.12820512821,"333.23209","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2459_642.9716",642.971635299845
"10546",335.18723,19.752,74462,79511,70712,82716,0,100209,51937,56633,50361,91719,96246,94468,89657,89394,92097,82779,0,57847,0,87574,0,90273,0,58051,60520,40546,85658,75926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88156,0,0,0,23685.2820512821,"335.18723","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2460_646.8803",646.880265299845
"9833",324.19495,19.718,19732,18992,8422,14514,0,6180,26804,19493,23553,21499,10872,23955,22762,20944,22436,12158,0,21341,0,14353,0,17900,0,18904,11398,11999,19645,25826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26133,0,0,0,5638.65384615385,"324.19495","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2460_646.8803",646.880265299845
"10565",335.25485,11.436,166520,132199,205608,23436,0,170481,115717,235730,8406,113926,146582,154792,7200,199548,155651,27053,0,27176,0,13777,0,19391,0,9657,9800,33860,29190,9930,0,0,975,0,0,0,0,0,8605,8500,14236,6784,4138,0,20082,20400,29119,14247,16575,14018,40510,0,27092,39101,59550,18701,11745,17035,0,185662,107438,93103,39757,31011,24554,0,98547,126385,79392,55117,53463,49386,0,0,0,0,8643,0,3964,1812,42888.1666666667,"335.25485","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2461_647.0157",647.015695299845
"9850",324.26276,11.763,31,27,410,1430,1471,123,149,32,640,159,160,146,1126,33,412,0,0,624,17849,18,54395,17,45938,0,28,0,515,390,3649,0,0,15480,10838,5815,14910,12436,0,0,0,0,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,16321,0,0,0,0,0,0,4943,4657,8443,10268,0,4287,0,0,3098.21794871795,"324.26276","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2461_647.0157",647.015695299845
"10616",336.216,11.688,23844,28194,27371,36014,3514,36951,21524,21935,15543,22223,74134,51171,21156,50493,36581,18878,0,50238,326,28065,847,43713,0,22508,26955,27715,46756,106575,350,0,564,3443,4790,3299,4255,4961,5121,1513,4239,5762,985,2507,8172,12193,6338,4513,3034,3998,6257,0,1027,6501,6980,3394,0,2504,9611,6875,8846,8962,2723,264,908,5169,7745,6661,6333,5298,1561,7524,2756,933,1763,4954,19142,386,9640,0,13692.0256410256,"336.216","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2462_648.9392",648.939215299845
"9926",325.22513,13.463,85313,52536,93903,8439,79,51540,30970,75478,1157,32933,32534,61918,6189,59043,54954,6530,2749,5960,460,9942,0,3589,0,11943,0,9558,3987,4088,834,0,2129,1697,1345,1461,1186,357,19010,23237,9839,11354,4921,2363,7948,6802,54789,31796,32622,24027,120899,1611,38808,76965,97709,42277,28937,23214,1608,142520,110402,101910,29492,37654,40886,1942,93775,136454,91637,48946,82040,67653,966,4812,3854,2866,5545,2186,2879,786,30573.6153846154,"325.22513","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2462_648.9392",648.939215299845
"9942",325.24759,9.271,8916,10320,14949,6072,0,14650,3193,17067,11620,4385,3030,8426,8375,9684,8840,4098,556594,7268,0,6623,0,12177,0,5540,2099,20875,4563,0,0,0,0,0,0,0,0,0,6988,4599,2278,0,0,0,7054,5059,10845,6554,277,3089,2007,0,6076,13911,14402,1080,1368,856,0,22336,19000,11605,2033,2162,735,0,16816,20115,14686,2098,1368,5469,0,0,0,0,1690,0,0,0,12255.3846153846,"325.24606","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2463_648.9836",648.983555299845
"10627",336.23788,10.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102479,0,2873,0,546,0,631,0,0,0,0,0,0,0,0,478,0,538,313,337,0,0,0,0,0,0,0,390,0,305,0,0,331,0,0,0,0,0,0,0,0,0,0,422,327,0,589,0,0,0,0,959,373,559,0,0,0,510,0,0,0,0,14268.7179487179,"336.23752","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2463_648.9836",648.983555299845
"10626",336.23752,10.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521106,0,7090,0,1015,0,4396,0,0,0,0,0,171,0,0,766,0,0,0,861,0,0,362,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,362,0,0,0,0,0,0,300,0,0,0,0,292,834,0,0,1395,2042,1169,0,312,0,0,19779.3333333333,"336.23752","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2464_648.9817",648.981665299845
"9940",325.24606,11.753,51957,110569,92726,26405,1003,73596,80773,112356,22045,79468,97189,97121,27695,98047,70919,45154,0,54954,35,54705,0,52509,0,68600,52758,86248,32592,19555,958,0,3197,1194,22,5952,43,154,4693,15109,6172,2411,9899,2826,5435,2285,5738,9319,106205,9243,35720,0,13229,6821,29401,16877,2989,7218,3744,9616,16298,34155,6402,10801,4325,27,6124,19165,22950,5375,1856,9160,1906,2869,1949,0,22964,780,7917,2550,25679.7692307692,"325.24606","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2464_648.9817",648.981665299845
"10641",336.31207,15.188,10022,473758,1202367,3021,0,1663178,766876,234578,2530,5005,9687,12860,12173,1469281,7911,1879434,0,7228,0,1541782,0,784343,451,874508,3074,7464,4274,18927,0,448,369,0,0,0,0,0,7339,1411043,4138012,392942,1340320,0,1898426,1897319,536465,314206,325161,594414,8316,0,219521,10958,15660,1022479,6287,6447,0,575357,13474,2702156,1723866,1429319,1318602,0,2390419,874961,392470,9386,190653,2041525,0,0,0,0,882,0,559,83610,498565.423076923,"336.31088","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2465_649.1315",649.131535299845
"9957",325.32138,14.34,1781,3559,4853,2078,0,2850,1044,3628,1610,1110,1472,6041,2148,2201,899,4849,3673,2589,623,5391,0,1818,11,3347,3106,3708,2390,0,0,0,0,0,0,0,0,12,3032,2180,2492,351,1084,0,3505,3090,5730,458,5368,5975,6168,0,0,1935,4032,4604,0,1077,0,403,1741,1482,6043,5026,2917,0,2487,1860,1640,1727,2180,3842,0,0,0,0,14390,0,14392,13188,2451.15384615385,"325.32138","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2465_649.1315",649.131535299845
"10646",336.33023,14.066,0,0,0,0,11435,0,0,0,0,0,0,0,340,0,0,0,96570,0,71381,0,100415,0,95689,0,0,0,0,0,5834,0,0,23974,12683,10549,10160,9518,0,0,0,0,0,24359,0,0,0,0,0,0,0,79018,0,0,0,0,0,0,8832,0,0,0,0,0,0,25071,0,0,0,0,0,0,23907,42377,20072,25681,311,4522,0,0,9008.94871794872,"336.33023","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2466_649.1685",649.168525299845
"9961",325.34021,14.338,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,0,2360,0,2064,0,0,0,0,0,0,0,0,1483,303,679,2601,3385,0,0,0,0,0,2763,0,0,0,0,0,0,0,21048,0,0,0,0,0,0,1856,0,0,0,0,0,0,2197,0,0,0,0,0,0,5743,4760,1721,638,0,13126,0,0,896.051282051282,"325.34021","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2466_649.1685",649.168525299845
"10690",337.21194,13.571,69442,64645,91210,29868,0,43043,37543,66224,15700,62489,46822,37551,17217,33258,35024,22644,0,19140,0,37229,0,20298,0,16122,17254,25846,23032,21575,0,0,3925,437,0,0,0,0,60704,73314,14008,11194,13211,0,14367,14261,55776,41513,31740,20227,20013,812,51752,73021,65107,31682,24141,24627,0,93324,61348,70691,25603,33922,30454,500,64277,82162,81443,39510,35844,26976,0,0,0,12,5896,0,4622,5509,27706.4230769231,"337.21194","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2467_650.9298",650.929845299845
"9969",326.21982,13.141,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,360,320642,0,11097,0,1768,0,10318,0,0,0,0,0,436,0,0,10453,6606,9619,8383,4484,0,0,0,0,0,7871,0,0,290,0,0,0,0,9711,0,369,757,0,0,0,637,0,845,0,0,0,0,7245,505,1144,383,0,0,0,5983,5873,4881,80200,0,1738,0,0,6587.9358974359,"326.21982","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2467_650.9298",650.929845299845
"9995",326.70901,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"326.70901","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2468_651.9067",651.906650299845
"10559",335.22183,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55128205128205,"335.22183","M0","NH3, 2x charged","M0,NH3, 2x charged","kp2468_651.9067",651.906650299845
"10731",338.17441,10.73,196,1369,561,387,634,1764,4805,743,2232,1163,1019,1651,2621,416,1589,821,26,284,6040,2123,9125,2780,8778,1539,2585,221,2541,3896,0,0,0,1422,6032,2413,6622,10552,301,725,0,0,606,2142,686,0,491,300,0,359,0,0,0,809,0,334,14013,2074,305,0,0,0,803,0,0,1302,0,0,641,0,11,349,2174,753,664,706,6851,0,0,0,1619.85897435897,"338.17441","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2469_652.8552",652.855235299845
"10050",327.18274,10.768,26523,20059,20383,5559,663,22106,25153,2815,8423,24520,21142,22764,17619,2499,16578,4979,0,14499,17767,5373,13028,17687,39668,17176,19212,5934,23438,19478,0,0,3433,7965,0,0,6909,8482,963,7975,0,14666,1045,3608,866,759,1541,7391,61,1049,933,0,7814,1093,5572,5702,5826,6290,0,8675,11198,3478,5547,9218,7539,0,3350,14421,7358,11606,1548,124,2266,0,3494,0,11537,0,6066,1523,8255.58974358974,"327.18274","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2469_652.8552",652.855235299845
"10739",338.25427,11.655,97075,102189,96531,103024,0,93363,95784,144216,145244,93621,82778,83414,96330,91019,83408,149055,0,186375,0,159473,0,84134,0,142418,85176,189833,103803,86537,0,0,24014,0,0,0,0,0,49106,72443,85312,47481,29221,0,124406,121493,58064,47663,53128,50378,41185,0,48244,56933,62816,51722,19911,47850,0,35724,59519,49182,70314,25121,43549,0,40890,72215,59523,67568,41708,51561,0,0,0,0,74103,0,24786,24379,56747.5897435897,"338.25427","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2470_653.0158",653.015755299845
"10083",327.2634,12.274,38918,31652,49090,1284,14,14602,3854,14849,6166,3283,6623,9586,1793,9294,9805,7794,287783,9247,0,8787,0,2702,0,2514,1519,8410,4133,11284,2437,0,0,0,950,1427,1173,0,23729,26121,3996,1244,0,20,3498,3300,34157,16073,3197,5201,1076,0,19573,33575,45882,4494,645,1447,979,37919,34240,30094,2746,1492,51,0,32680,33181,32902,8217,2254,9250,74,63,0,1187,1396,200,913,0,12923.5769230769,"327.2619","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2470_653.0158",653.015755299845
"10752",338.28961,13.112,0,0,263,0,51052,511,0,17,0,0,0,0,0,0,0,0,92524,0,46401,0,171439,0,111117,0,0,0,0,0,440,0,0,34750,35924,158294,155414,1452776,0,0,0,0,0,5739,0,0,0,0,0,0,0,34887,0,0,0,0,0,0,15695,0,0,0,0,0,0,28486,0,0,0,0,0,0,24259,27786,31227,1943,0,299,0,0,31810.8076923077,"338.28961","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2471_653.087",653.087045299845
"10097",327.29935,14.551,3452,2171,4760,484,351,14801,5220,6925,939,1396,1894,2494,417,10033,5553,8484,5645,653,827,16121,382,5710,0,2188,15420,0,0,1249,12,0,0,316,0,0,0,42,11093,16,5687,0,334,1415,0,675,3192,2580,328,958,3811,98,740,962,6596,341,0,0,0,5768,2367,7481,1206,268,0,639,10280,6070,4914,707,285,4724,876,1395,269,360,476,0,0,0,2626.28205128205,"327.29935","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2471_653.087",653.087045299845
"10215",329.2428,16.042,26525,27175,25663,18108,0,16513,25628,20328,26417,14858,16620,16417,32703,17461,17429,14667,0,15713,0,16839,0,20800,0,13666,14642,19701,21513,26509,0,3925,2105,0,0,0,0,0,24466,36297,1858,4819,3404,0,9274,5916,19974,151648,4603,6927,5883,0,16406,104529,88306,8879,8987,5805,0,147074,22081,30130,5968,8798,7086,0,15596,39809,24894,9047,6294,8760,0,0,0,0,24674,0,4615,3506,17156.8974358974,"329.2428","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2472_656.9739",656.973915299845
"10889",340.23303,15.01,8888,9098,0,0,0,0,1679,0,0,0,1006,0,0,0,0,0,983,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,667,0,794,357,0,0,0,0,16605,3374,0,0,263,0,4838,3209,4284,0,0,308,0,2163,1537,4244,626,316,0,0,3619,1992,6234,0,0,0,0,0,0,0,0,0,0,0,995.961538461538,"340.23303","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2472_656.9739",656.973915299845
"10223",329.26205,9.623,0,0,0,0,35628,0,0,0,0,0,0,0,0,0,0,0,58086,0,3629,0,6103,0,4626,0,0,0,0,0,16563,0,0,25547,10811,25135,38905,22502,0,0,0,0,0,59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42535,0,0,0,0,0,0,66668,0,0,0,0,0,0,31778,15278,45679,25678,0,21585,0,0,7129.9358974359,"329.26205","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2473_657.0148",657.014775299845
